Experiment OOB UOB OB VFDT ESOS_ELM
StaticIm1 0.9096859299396411 0.9559026442954066 0.0 0.015795409127178354 0.8874778487792266
StaticIm2 0.9636234057315092 0.9566947630816257 0.43827169395023696 0.4624498990435856 0.9569544314860314
StaticIm3 0.9782469852214026 0.9633809602989745 0.6956582011277602 0.7225169829570067 0.9631390718034863
StaticIm5 0.9834901532832989 0.9627549216664123 0.9235551100528678 0.9106753870118094 0.9573335441377461
StaticIm10 0.9871725951104597 0.9819536135450717 0.9807294683301478 0.9766851040598695 0.9678109991222824
StaticIm20 0.985228531304976 0.9819607675307344 0.9841257342864707 0.9817899598344384 0.954532543522396
StaticIm30 0.9836153448924833 0.9812531473526904 0.9831275426122916 0.9796151803802416 0.9558243925641872
StaticIm40 0.9843644988382143 0.9825407468838895 0.9840359705843712 0.9816759875642918 0.9600216394169667
StaticIm50 0.9826520282981017 0.982815799405557 0.9826621392243411 0.9810878740392331 0.9510061772594129
Im1 0.9884571307781347 0.9884880324923897 0.9900453062367536 0.9868485649978886 0.9666252697913309
Im2 0.9844691111264681 0.9835503546591043 0.983838303669125 0.9810733840024277 0.9565560507239514
Im3 0.983823652997471 0.9831286033450624 0.9835963610368245 0.9833180906533622 0.9564443755500834
Im5 0.9844066058414558 0.9837423690667458 0.9837480503136369 0.9831263431014159 0.9556216136211468
Im10 0.9892032855621611 0.989704595467758 0.9902538351912809 0.9875293065567086 0.9666307650658149
Im20 0.9836748510181866 0.9832092873722014 0.9833039384162607 0.9817749618466719 0.9523215000990477
Im30 0.9845971400028131 0.9842339047457918 0.9840772836882637 0.9827331554796034 0.9537457414504258
Im40 0.9833520148367525 0.9833025731272679 0.9832347784706942 0.9819503878435631 0.952357186771053
Move5-post-drift 0.975827070459246 0.974406677583153 0.975217072204323 0.9699927590530683 0.9356307125446831
Move3-post-drift 0.9824645411890648 0.9808827281796182 0.9824450014723267 0.9786088581634079 0.9412081866638985
Move7-post-drift 0.9755719670982638 0.9709601176740822 0.9738811132615715 0.9653569630067205 0.9259990310993145
Move3 0.9408660118447466 0.9412416427959801 0.9362512225051824 0.9216431180577972 0.9029510914052779
Move5 0.9528972064179888 0.9421758631446758 0.9448733064639514 0.9383294886113607 0.9079254573590589
Move7 0.9241553061989135 0.9219746330963938 0.9218765327305066 0.9114375611872125 0.8985225107605744
Join3-post-drift 0.9919185123986388 0.9909837432332476 0.9922093777220822 0.9905436717522329 0.9551369997546644
Join5-post-drift 0.9900596268632247 0.9896555921597658 0.9901047588386607 0.9896414984652218 0.9598063457345691
Join7-post-drift 0.9967171350222597 0.9965176505231186 0.9965700023393669 0.9952542779706237 0.9640504364910235
Join3 0.9495445938110393 0.9488029646480391 0.9474831941085329 0.9420391296144924 0.8638271634181397
Join5 0.9527793923863349 0.9526634836844273 0.9497523261618734 0.9479299265787342 0.90272742741179
Join7 0.9552566643838537 0.9547514507482363 0.9561361570673238 0.9366204444292434 0.9121678790494474
Split3-post-drift 0.9878003433762862 0.9863516016722629 0.98739734787339 0.984994741755882 0.9487403082999213
Split5-post-drift 0.9762410402848628 0.9722641179179433 0.9752939820427524 0.9689184453865547 0.9303318452841112
Split7-post-drift 0.9789732644464444 0.9771443417184992 0.9793772357856488 0.9758818191643741 0.9377624479500136
Split3 0.9325899289371089 0.9231641748500872 0.92866754570851 0.9215615601857812 0.8671550829262606
Split5 0.9186711677203631 0.901234103130448 0.9153289324305677 0.9042188246423116 0.7498375950408048
Split7 0.9326082604113113 0.9252769071727014 0.9316349318097246 0.9210019721992682 0.8357121622913086
Borderline20-post-drift 0.9717014869538193 0.9711409384959081 0.971239306845991 0.9696598094228607 0.9573560337364995
Borderline40-post-drift 0.9689210444449085 0.9683823986167999 0.9690399185928408 0.9661781699787879 0.9537257413459427
Borderline60-post-drift 0.9684256775946777 0.9682983302475302 0.9687651219026373 0.9674262655481503 0.9504654822628924
Borderline80-post-drift 0.9656563851553734 0.9654861739949542 0.9672861360778233 0.9640330750732659 0.9479172922683741
Borderline100-post-drift 0.9647431518450496 0.9651148012560021 0.9658786010989575 0.9634880257355928 0.9458851978861637
Borderline20 0.9719850081648994 0.9723449460392919 0.9721261108844077 0.9691097238849828 0.9616928607915691
Borderline40 0.9615349170695279 0.9624174638043007 0.9626345170527758 0.9595104242648258 0.9608552233833029
Borderline60 0.9547656911122541 0.9546242916607452 0.9553952297112925 0.9479131814568392 0.9584312900358263
Borderline80 0.9542343584257408 0.9535360652107746 0.9543031739157234 0.9450156141328654 0.9547579292426013
Borderline100 0.9588931061952873 0.9556697555835948 0.9575261676323998 0.94996807974318 0.9549301080210524
Rare20-post-drift 0.889007081794824 0.8877487756026241 0.8883249989851867 0.8870208481826756 0.8596998015281022
Rare40-post-drift 0.7713351934591344 0.770189992300181 0.7715885808728644 0.7726181772147858 0.7453787220759722
Rare60-post-drift 0.6351845791420367 0.6325510578473843 0.6325865383848701 0.6435495392127557 0.6190109615992717
Rare80-post-drift 0.534822602676461 0.5085128078708223 0.5271127577942902 0.5566212074747152 0.5360897022752618
Rare100-post-drift 0.5716742860513946 0.5500367268576116 0.5671488556991824 0.5343552399251198 0.5175648351292377
Rare20 0.9189289183616062 0.9187025512720494 0.9193180940823099 0.9175190039997376 0.9010822433198772
Rare40 0.8324513928792225 0.8321433637712813 0.8323596132836727 0.8307498146777844 0.8164398392421244
Rare60 0.7069195607328982 0.7071577734485776 0.7072800819650238 0.7088977639122342 0.6964208855624692
Rare80 0.530096207176003 0.5287716013747606 0.5275481273723222 0.5461802530439371 0.530586728860398
Rare100 0.4951325833673291 0.45879665719198426 0.466043639438195 0.5045192571488223 0.5158047682122285
StaticIm1_Im60 0.9805152480913287 0.9644518446618193 0.9615578762328172 0.9600995157639552 0.9508619461204088
StaticIm1_Im70 0.9810810694276946 0.9676638576577945 0.9660417281242643 0.9624968420338526 0.949554741446619
StaticIm1_Im80 0.9819495452675957 0.9663534710145262 0.9697447182688339 0.9644461783418965 0.9433810895757455
StaticIm1_Im90 0.9821041340050467 0.9682439178182187 0.9751677458604104 0.9659913286094399 0.9414109176122285
StaticIm1_Im99 0.9820440983483036 0.9675526371365745 0.9765711805067401 0.9699412049338946 0.9409809967781388
StaticIm1_Move3-post-drift 0.7548206407503811 0.9452229448731778 0.0 0.02950932395862883 0.8261397909422292
StaticIm1_Move5-post-drift 0.7504113467950548 0.9294242564956159 0.0 0.0 0.7998766597602718
StaticIm1_Move7-post-drift 0.7197324730648582 0.8938679882531128 0.0 0.025819888974716116 0.7776954974798476
StaticIm1_Move3 0.6823898491246718 0.9008891685852841 0.0 0.054253562709788726 0.7937818139633558
StaticIm1_Move5 0.690672935381573 0.9259782912835327 0.0 0.02498734497514457 0.7771402353457083
StaticIm1_Move7 0.7426933744953741 0.9139565690384013 0.0 0.02779681882536187 0.8127237160496346
StaticIm1_Join3-post-drift 0.940353625943526 0.9818458909873631 0.09429115297962196 0.18081745334255178 0.9489303963439065
StaticIm1_Join5-post-drift 0.9413552636007194 0.9830344203965545 0.5567434176731242 0.5012929703909516 0.979944830564014
StaticIm1_Join7-post-drift 0.9845818863221979 0.9867350914606202 0.5388720479264655 0.686124928974966 0.9878098913639768
StaticIm1_Join3 0.6042399535437528 0.8191850592828358 0.0 0.0 0.8847007192445331
StaticIm1_Join5 0.8145572170723163 0.939046218899272 0.0 0.27345827540888035 0.9333738948221063
StaticIm1_Join7 0.8767220059170293 0.9251269912641156 0.05568952860888127 0.3879584784026918 0.8986737319840685
StaticIm1_Split3-post-drift 0.8113144920517927 0.9369607162707915 0.0 0.0487696817891908 0.8712965167889968
StaticIm1_Split5-post-drift 0.6739047443585054 0.9217455706891119 0.0 0.0 0.7512825155263587
StaticIm1_Split7-post-drift 0.7008354758437785 0.927090027412006 0.0 0.0 0.7836998298259785
StaticIm1_Split3 0.3604103194985827 0.5502030111425803 0.017677669529663848 0.0799170259874301 0.8336863140718671
StaticIm1_Split5 0.2709430927662312 0.5187047296356124 0.027930181985439666 0.02917445039646291 0.7413499015485121
StaticIm1_Split7 0.43735578790427343 0.6471089677972918 0.05473892149710526 0.19757259587495288 0.8021396515537107
