Experiment OOB UOB OB VFDT ESOS_ELM
StaticIm1 0.9936064659141624 0.985031482496775 0.9922539171413576 0.9694756288579288 0.9755714824721924
StaticIm2 0.9933300549524997 0.9850668550635708 0.9920441665772568 0.9796771337917598 0.987391832310162
StaticIm3 0.9943073245375149 0.9860789570780379 0.9927696923898989 0.9872016132124278 0.9882312617319977
StaticIm5 0.9952068858348243 0.9877551371561436 0.993438616952691 0.9914341348110047 0.9868659121488736
StaticIm10 0.998444093053428 0.9975546654352753 0.9974730798092125 0.9947571443679241 0.9964413220973704
StaticIm20 0.9964839014795995 0.993560160423225 0.994310057582205 0.9874047713163143 0.9877975282683973
StaticIm30 0.9957888621329138 0.9949181282223932 0.9944777745494189 0.9888130171961145 0.9872329913404594
StaticIm40 0.9961950058211256 0.9949306902479813 0.9954089855093683 0.9896976487147728 0.98647235159474
StaticIm50 0.9963380624284588 0.9952729666027702 0.9962311368081208 0.9863503697962768 0.9863513822262041
Im1 0.9986620503807542 0.998615023657959 0.9988313049065123 0.9964235323756908 0.9960069760998429
Im2 0.9963380624284588 0.9952729666027702 0.9962311368081208 0.9863503697962768 0.9862411980302401
Im3 0.9963380624284588 0.9952729666027702 0.9962311368081208 0.9863503697962768 0.9863766783291419
Im5 0.9963380624284588 0.9952729666027702 0.9962311368081208 0.9863503697962768 0.9863821904682626
Im10 0.9986620503807542 0.998615023657959 0.9988313049065123 0.9964235323756908 0.9960911621618065
Im20 0.9963380624284588 0.9952729666027702 0.9962311368081208 0.9863503697962768 0.9863619164235908
Im30 0.9963380624284588 0.9952729666027702 0.9962311368081208 0.9863503697962768 0.9864073609005702
Im40 0.9963380624284588 0.9952729666027702 0.9962311368081208 0.9863503697962768 0.9863222950373303
Move5-post-drift 0.9925651140325165 0.9900925756901058 0.9927231624310344 0.9812030201397135 0.9816511335326957
Move3-post-drift 0.9959790910481955 0.9947238068396732 0.9962445721738202 0.9837732647335489 0.9912629134905553
Move7-post-drift 0.9925641052857179 0.9919429704768273 0.9922685316208536 0.9850603858291592 0.9845098202521834
Move3 0.9930712466463255 0.9913157167624508 0.9905768606279135 0.9790651077483854 0.9806770526859795
Move5 0.9910683705022161 0.9895936001338839 0.9902566397650048 0.9781799721510833 0.9804262264434345
Move7 0.9877982691547581 0.98403168890287 0.9882230247847392 0.971757571682746 0.9786900740232166
Join3-post-drift 0.9986962015313854 0.9976546506375458 0.9986399978658138 0.994146319028969 0.995529110053409
Join5-post-drift 0.999000144119216 0.9986976126414365 0.9989355177490566 0.9949523706466712 0.9968029049431445
Join7-post-drift 0.9993653796357849 0.9991840091166717 0.9991378194491899 0.9964292975036116 0.9972417596289862
Join3 0.9930712466463255 0.9913157167624508 0.9905768606279135 0.9790651077483854 0.9801331477998925
Join5 0.9910683705022161 0.9895936001338839 0.9902566397650048 0.9781799721510833 0.9799538583924241
Join7 0.9877982691547581 0.98403168890287 0.9882230247847392 0.971757571682746 0.9783098521694761
Split3-post-drift 0.9974913827378314 0.9972951784391182 0.9974461496951621 0.9906590118445614 0.9928548525934809
Split5-post-drift 0.9928227542724899 0.991022224805935 0.9931484168923015 0.9788780000208843 0.9845585079795389
Split7-post-drift 0.9944293961249542 0.9928785478821395 0.9947485119010245 0.9853768486618554 0.986899840749975
Split3 0.9986900648466556 0.9984924964232975 0.9984294958244957 0.9960567409810505 0.99474632154249
Split5 0.9986620503807542 0.998615023657959 0.9988313049065123 0.9964235323756908 0.9963115540532843
Split7 0.9991230638365994 0.9992693022696061 0.9992360060897931 0.9968779258473308 0.9971818683665236
Borderline20-post-drift 0.9962164329962573 0.9961264469674596 0.9964218530151786 0.9913194446503875 0.9921356432813809
