Experiment OOB UOB OB VFDT ESOS_ELM
StaticIm1 -0.007727203352203338 0.0 0.0 -0.023530497280497276 -0.01647213897213884
StaticIm2 -0.007916495496671394 -0.0018518518518519933 0.10393398633530217 0.07470397536187015 -0.01498555030019566
StaticIm3 -0.002181955959635551 0.0026901004304160647 0.16933164061804895 0.15126649916502954 -0.0020498632881796874
StaticIm5 -2.5133161457469022e-05 0.0 0.08465132358133687 0.02311398502702333 -0.0009615384615384581
StaticIm10 -0.005962500048044106 -0.001437182544340887 -0.0015949559334805796 -0.00203737151461425 0.0
StaticIm20 -0.00024405875935862298 1.9810484358062652e-05 -0.0014654246757560552 -0.0016119660678773906 -0.00024752475247535877
StaticIm30 -0.00035085606661733326 -0.00017684180280652662 -0.0020329599733461823 -0.0025838937048509036 0.0005234568645235971
StaticIm40 0.0006269138013036413 0.00036086222109277255 0.0005081305120877566 3.981818766918277e-05 0.0006459825806544028
StaticIm50 0.0005810779561133961 0.0007778328695723369 0.0006799855114509867 -0.000786394644945454 -2.4226726926812603e-06
Im1 -0.0015695182371030514 -0.0007952420398783522 -0.0007017876749285668 -0.002899195211092276 0.0
Im2 0.00042423205981889645 0.0003653396060279146 0.0002674922479066755 -0.004982357634268797 0.00020063366464007082
Im3 0.00010881771815840491 0.00039605901567374424 0.0002982116575523941 0.0006640154136797749 0.00010739141295967869
Im5 0.00045302783866540963 0.0007281801613258088 9.841790958753371e-05 -7.91846245653538e-05 9.671179883952163e-05
Im10 -0.00103899831126808 -4.646686438736225e-05 -0.0009503865915446719 -0.002160647499614199 0.0
Im20 0.0005176139977954852 0.0006154613559168354 0.0005176139977953742 -0.0014203240670366268 -0.00027044879467086336
Im30 0.0006827364360235677 0.0008140539505351319 0.0007162065924136707 -0.0007913552529615897 -1.6169636904650453e-05
Im40 0.0004094228160068658 0.0007450672398748859 0.0008817412001257408 -0.00020506022505262234 -9.132377321807716e-06
Move5-post-drift 0.000994530079817757 0.0018972093178941662 0.0008974689105576417 -0.00040640197236063713 0.0006159138055630287
Move3-post-drift -0.0011836814900595405 -0.0016942425551993434 -0.0010096535841878085 0.0033221241300233073 -0.00039332289242266505
Move7-post-drift 0.0030834501913643564 -0.0011827765546035263 0.002917455395913926 0.004434361731001979 0.0
Move3 -0.05504120401979351 -0.052050799111824864 -0.05634699527914644 -0.0721648882263215 -0.05536118512022914
Move5 -0.029228772458984698 -0.04878643587190645 -0.04021579988529689 -0.044392034091919275 -0.037867634752991486
Move7 -0.07468268302481396 -0.08272351051754989 -0.07590655286081605 -0.07677525573386867 -0.029169453515367927
Join3-post-drift 0.00014216816424650336 -0.00027135154344792856 -0.00046717936879936417 -0.00023908903380798208 0.0
Join5-post-drift -0.0006131542544505209 -0.0016207202510891694 -0.001026872376769572 -0.0008173448767251346 0.0
Join7-post-drift 0.0007074583403925416 0.0009144764573084663 0.0008042454567206425 0.00037970026549027924 0.0
Join3 -0.03972952893718951 -0.04143036279836543 -0.03814563488656986 -0.037273671197190494 -0.13283648689666694
Join5 -0.035628512845360394 -0.034470201277919554 -0.03987381126207912 -0.04263587344130504 -0.0454951259663956
Join7 -0.011850368823316026 -0.01766936818381548 -0.012253065251712214 -0.02103475225576079 -0.0009044394439580161
Split3-post-drift -0.0012849652671628187 -0.0014810217222012145 -0.0008832365286213228 -0.0009829154608558266 0.0
Split5-post-drift 0.0011738480462524237 0.00026324305176039786 0.0016742675418393027 0.0007715620106509835 -0.00010531900458732313
Split7-post-drift 5.033060012205048e-06 -0.0003794923922357807 -0.0008116120714566355 0.0009062366991590132 -9.784735812135015e-05
Split3 -0.05635793386765264 -0.07564084008729355 -0.06353579648741481 -0.0686058859493952 -0.10885316584860172
Split5 -0.09218220317190928 -0.13281779934392768 -0.10154099197750355 -0.11208148268149154 -0.3775989632212724
Split7 -0.07638969754888159 -0.09281093912076221 -0.08194055294796421 -0.09095811122997621 -0.22964463457319284
Borderline20-post-drift -0.0007241049675145161 -0.0012574917902314908 -0.00032256925326845654 -0.00023197108855443904 -0.0007291521709601456
Borderline40-post-drift 0.00011171461927084181 -0.0011151784805428777 -0.000579027666917975 0.0007986830418882374 -0.0007322460224321592
Borderline60-post-drift -0.0013430053839705858 -4.036407976615308e-05 -7.466033008540762e-05 0.0016397665056615551 0.0006039597187507129
Borderline80-post-drift -0.0003906328639600165 -0.0021090811079597094 -1.994856073173068e-05 -0.001430123371095826 -0.0005245492738881197
Borderline100-post-drift -0.0002563361841578793 -0.0011360251099242769 -0.0007343537342539008 -0.0002691626427427929 -3.992856964996072e-05
Borderline20 -0.028053918840192926 -0.027845577829878287 -0.028360149160238657 -0.030885197811532983 -0.002080781417874711
Borderline40 -0.04564424304390613 -0.04449518702456112 -0.043686037270123435 -0.04644711002117585 -0.006346132736233967
Borderline60 -0.048240494169612735 -0.049025397553868366 -0.04700823035346302 -0.06146377443381501 -0.00853861735262007
Borderline80 -0.04248154638628909 -0.046498652820045505 -0.043863657675896284 -0.05955832407492734 -0.01219522969600395
Borderline100 -0.030212709282546824 -0.038103859678258245 -0.03417242458550385 -0.04486280008809118 -0.010686811078529646
Rare20-post-drift 0.007699423712048126 0.007705434766151487 0.0077021863620085895 0.005764270264659976 0.00856565345885596
Rare40-post-drift 0.0031462638103585405 0.0017496558470242451 0.0027570471039655153 0.0020075011965929868 0.007874504707700014
Rare60-post-drift 0.002417864319766483 0.006162691998173264 0.0019194263044141624 -0.00012483004512670037 0.0026028320686391493
Rare80-post-drift 0.0014286824038521884 -0.0015073462571749685 -0.01753651050081073 0.058560888657677945 0.055578949157543744
Rare100-post-drift -0.007931786238618233 -0.00452330033241799 -0.033940046484080555 -0.031362099682968325 -0.04587836821806224
Rare20 -0.13592450761339514 -0.13702475518419044 -0.1356305466738157 -0.13491945803866479 -0.13081881112074978
Rare40 -0.28909445700738545 -0.2901819792014789 -0.2897061653344948 -0.2862804376908329 -0.2817973349614381
Rare60 -0.4861743137141519 -0.48647603513565163 -0.48558392396204086 -0.47639233521392177 -0.47476054841279935
Rare80 -0.7078163979244254 -0.7101378812996907 -0.7107172817402158 -0.6800656625534279 -0.6923560384148958
Rare100 -0.6532021727665098 -0.7092387114035957 -0.7095517898137169 -0.5011132347648786 -0.4746735471499305
StaticIm1_Im60 0.14352769005444255 0.0 0.9566172800261665 0.9321450967705596 0.15931795439502716
StaticIm1_Im70 0.14388438037540474 -0.0004389366565697994 0.9670670251540556 0.9341737469026086 0.15718712675797009
StaticIm1_Im80 0.14423163854233445 0.0 0.9728980141258194 0.9344370580503785 0.15654713342213356
StaticIm1_Im90 0.14414372416681687 -9.90099009900991e-05 0.9842656012504566 0.9424202577766679 0.1195848849057306
StaticIm1_Im99 0.14483356662244518 -0.00020480656030519295 0.9871069642202649 0.9440960827943453 0.1873233016983017
StaticIm1_Move3-post-drift -0.01890826901856324 -0.0027893430099309446 0.0 -0.003012820512820513 -0.07147078003695662
StaticIm1_Move5-post-drift 0.10831404706404685 0.011144688644688427 0.0 0.0 0.00465201465201448
StaticIm1_Move7-post-drift -0.02362769175269175 -0.016128858886211628 0.0 -0.009166666666666667 -0.02553051523639749
StaticIm1_Move3 0.02832929733665046 -0.024731477672654267 0.0 0.019642857142857146 0.05736064997094403
StaticIm1_Move5 0.00783306970806985 0.042644300144300096 0.0 0.0125 -0.027196553446553695
StaticIm1_Move7 0.268529762720939 -0.016733989050165876 0.0 0.007738095238095238 0.10627502807649869
StaticIm1_Join3-post-drift -0.0052699261522788365 0.0 0.009306298276886511 0.04317210567210568 0.017643161576984978
StaticIm1_Join5-post-drift 0.02486763236763212 0.0 0.08579864579864582 0.06777972027972012 -0.00829670329670329
StaticIm1_Join7-post-drift 0.007398989898990016 0.0 0.002528860028859936 0.03063672438672449 0.008333333333333304
StaticIm1_Join3 -0.0843394228320698 -0.17075628619746208 0.0 0.0 0.17679579815609225
StaticIm1_Join5 0.1856903186682598 0.08306096681096697 0.0 0.12027403152403152 0.23414756811815618
StaticIm1_Join7 0.47917432649050307 0.03298046316428649 0.023125 0.23017246642246642 0.2580648354913063
StaticIm1_Split3-post-drift 0.014011613386613386 -0.031173687423687313 0.0 0.00972222222222222 -0.004312631812631973
StaticIm1_Split5-post-drift 0.0013844488844488856 0.048914557664557545 0.0 0.0 -0.014083139083139184
StaticIm1_Split7-post-drift -0.0067625430125433095 -0.008196248196248312 0.0 0.0 -0.06670940170940198
StaticIm1_Split3 -0.7581680952346588 -0.5912364690692864 -0.2567225135975136 -0.20926939073997886 -0.22589714593971566
StaticIm1_Split5 -0.8162184650574746 -0.6658996378578422 -0.2855430074741219 -0.2918571998177261 -0.37572547980055704
StaticIm1_Split7 -0.6607575553531437 -0.5233399239649235 -0.3310023125309504 -0.36278152596457536 -0.278036269286269
StaticIm2_Im1 -0.034042443064181915 0.0 -0.06825336040733467 -0.051181953712072153 -0.021815529606197925
StaticIm2_Im60 0.04301876203937027 0.0 0.8701458400404295 0.804464432653812 0.024326613330061808
StaticIm2_Im70 0.04403530779746523 -0.0001875437877565389 0.8799960654419725 0.8102543133002474 0.023143978044375513
StaticIm2_Im80 0.043641525255472824 -6.273525721456341e-05 0.8761107722955473 0.8154699065791802 0.021142385855331902
StaticIm2_Im90 0.04230190846547832 0.0 0.8806999813015932 0.8217817477882055 0.02189011932003937
StaticIm2_Im98 0.04333720345557879 0.0 0.8813911923030794 0.821141127418031 0.026617010076341985
StaticIm3_Im1 -0.0004720357813753351 0.0026901004304160647 0.1350291415784734 0.11880384693418883 0.003375664511121146
StaticIm3_Im2 -0.0027387287148809003 0.0026901004304160647 0.14205227185165437 0.15260169619485264 0.004206887788371416
StaticIm3_Im60 0.015494706823088067 0.0026901004304160647 0.6727478627025031 0.6018660268670346 0.009423486836111716
