Experiment OOB UOB OB VFDT ESOS_ELM
amazon 0.24086868015112253 0.3939132599626425 0.021482681434948577 0.020847407637465155 0.4015772250093629
pakdd 0.5416386106623502 0.5490912374623401 0.012884253587422751 0.05902698768430445 0.5296583334387599
tripadvisor 0.7640685686472601 0.7305840596660872 0.6560441667770445 0.6267929801212488 0.770770809993851
twitter 0.6003721510369351 0.6537084008770621 0.15500132347044104 0.07471023938331942 0.5977931120572114
