Experiment OOB UOB OB VFDT ESOS_ELM
amazon 0.08579248158092852 0.7080729866770503 0.0018587360594795538 0.0017482517482517483 0.39129645126215246
pakdd 0.3857785068880293 0.6631818110837195 0.0009238583860819464 0.007391955169487462 0.44376472724989857
tripadvisor 0.6986173771115897 0.6577695738553747 0.468472532878422 0.43070822303413536 0.7161009840512655
twitter 0.43502020297494653 0.5736235141658944 0.03977056819897995 0.018756825006825004 0.5608061518684221
