Experiment ESOS_ELM OB OOB UOB VFDT
Borderline100 0.9534050000000004 0.9696550000000004 0.9698149999999992 0.9687399999999997 0.9657249999999997
Borderline100-post-drift 0.9419699999999994 0.9639249999999998 0.9632299999999998 0.9635050000000004 0.9616600000000001
Borderline20 0.9600099999999998 0.9777799999999999 0.97769 0.9774300000000011 0.9755900000000007
Borderline20+Rare20 0.9032750000000007 0.9200200000000004 0.9197050000000001 0.9198 0.918285
Borderline20+Rare20-post-drift 0.8523799999999998 0.8745150000000002 0.8745700000000004 0.8742499999999999 0.8731349999999998
Borderline20-post-drift 0.9566500000000002 0.9732250000000005 0.9733400000000004 0.9731750000000001 0.9710700000000004
Borderline40 0.9581599999999996 0.974485 0.9742649999999995 0.9739249999999999 0.9717449999999996
Borderline40+Rare40 0.8377449999999997 0.8514849999999999 0.8515000000000001 0.8508349999999995 0.8483400000000002
Borderline40+Rare40-post-drift 0.7423999999999995 0.7698450000000002 0.7705250000000001 0.7690300000000007 0.7674600000000001
Borderline40-post-drift 0.9527450000000003 0.9693149999999996 0.969565 0.9686199999999999 0.9660500000000003
Borderline60 0.9566999999999999 0.972585 0.9725900000000003 0.9719449999999995 0.9693200000000002
Borderline60-post-drift 0.9483549999999995 0.9674700000000006 0.9672550000000002 0.9658550000000002 0.9652250000000006
Borderline80 0.9557299999999991 0.9711200000000005 0.9712949999999997 0.9704600000000002 0.9677800000000001
Borderline80-post-drift 0.9447150000000002 0.9655799999999995 0.9643150000000005 0.9644950000000001 0.9627149999999997
Im1 0.9519050000000003 0.98883 0.9874850000000005 0.9834850000000003 0.9866850000000004
Im1+Borderline100 0.9469599999999994 0.9732950000000007 0.9677150000000002 0.9626149999999981 0.9719800000000005
Im1+Borderline100-post-drift 0.9359049999999998 0.9901200000000006 0.9754149999999997 0.8975399999999994 0.9900550000000007
Im1+Borderline20 0.9516449999999996 0.9860450000000006 0.9837000000000006 0.9793000000000005 0.9844900000000005
Im1+Borderline20+Rare20 0.9438900000000006 0.9815000000000005 0.9794700000000002 0.9743600000000003 0.9801949999999998
Im1+Borderline20+Rare20-post-drift 0.9368350000000001 0.9902300000000004 0.988820000000001 0.8450099999999998 0.9907900000000004
Im1+Borderline20-post-drift 0.9613650000000006 0.9917050000000003 0.989140000000001 0.94686 0.9918549999999997
Im1+Borderline40 0.9494200000000003 0.9830400000000001 0.9796850000000009 0.9751150000000003 0.9816650000000002
Im1+Borderline40+Rare40 0.9302900000000003 0.9708450000000003 0.967715 0.9627199999999996 0.9694100000000002
Im1+Borderline40+Rare40-post-drift 0.8830149999999997 0.9900500000000007 0.9878300000000004 0.7027249999999999 0.9900250000000007
Im1+Borderline40-post-drift 0.9540249999999999 0.9905099999999999 0.9833150000000002 0.9324250000000001 0.9906850000000006
Im1+Borderline60 0.9498099999999999 0.9808600000000002 0.9770200000000001 0.9717450000000001 0.9794400000000003
Im1+Borderline60-post-drift 0.9493549999999996 0.9900249999999999 0.9791600000000001 0.919665 0.9899899999999999
Im1+Borderline80 0.9485099999999997 0.9782950000000002 0.9726549999999993 0.9677100000000002 0.9766899999999998
Im1+Borderline80-post-drift 0.9433149999999997 0.99013 0.9786000000000001 0.9046149999999996 0.99003
Im1+Rare100 0.9245900000000004 0.9470500000000007 0.9435450000000006 0.7488049999999995 0.944585
Im1+Rare100-post-drift 0.9084800000000004 0.990175 0.9902299999999999 0.4358550000000001 0.9902700000000002
Im1+Rare20 0.9444950000000002 0.9850550000000011 0.9840500000000004 0.9795550000000004 0.9831250000000002
Im1+Rare20-post-drift 0.9406399999999998 0.9908549999999997 0.9898350000000004 0.8437949999999996 0.9911799999999998
Im1+Rare40 0.9366800000000002 0.9810750000000007 0.9797400000000006 0.9752450000000005 0.9788700000000006
Im1+Rare40-post-drift 0.9060349999999998 0.9901750000000004 0.9906550000000003 0.7268699999999997 0.9904200000000002
Im1+Rare60 0.9258599999999997 0.9750350000000002 0.9739800000000003 0.9686550000000005 0.9729249999999999
Im1+Rare60-post-drift 0.8724500000000003 0.9899600000000004 0.9905850000000007 0.6137599999999996 0.9900400000000006
Im1+Rare80 0.9408050000000007 0.9665550000000009 0.9658050000000005 0.959685 0.9647700000000003
Im1+Rare80-post-drift 0.9449900000000003 0.9901250000000001 0.9902200000000008 0.49797500000000006 0.9901899999999997
Im1-post-drift 0.9723400000000005 0.9926600000000009 0.9922150000000011 0.9611549999999996 0.9926800000000009
Im10 0.952884999999999 0.9876750000000003 0.9862250000000004 0.9846800000000006 0.9858400000000002
Im10+Borderline100 0.9455500000000003 0.9660899999999998 0.9625799999999992 0.9621350000000003 0.9639199999999998
Im10+Borderline100-post-drift 0.9069050000000004 0.9569600000000004 0.9493399999999995 0.9251349999999996 0.9501249999999994
Im10+Borderline20 0.9516749999999994 0.98072 0.97827 0.9772149999999994 0.9792599999999997
Im10+Borderline20+Rare20 0.9373149999999998 0.9665849999999994 0.9645449999999997 0.9630449999999997 0.96526
Im10+Borderline20+Rare20-post-drift 0.8983100000000002 0.9569949999999995 0.9474700000000001 0.9234800000000001 0.9558599999999999
Im10+Borderline20-post-drift 0.9360300000000001 0.976295 0.9679600000000004 0.9566800000000003 0.9750850000000006
Im10+Borderline40 0.9511499999999993 0.9760599999999999 0.9722049999999994 0.9719650000000002 0.97444
Im10+Borderline40+Rare40 0.9131400000000004 0.9444300000000004 0.9409000000000002 0.9398350000000001 0.9430499999999998
Im10+Borderline40+Rare40-post-drift 0.8351100000000002 0.9300350000000005 0.9188400000000001 0.8632349999999996 0.92891
Im10+Borderline40-post-drift 0.9268450000000006 0.9690150000000005 0.9593999999999998 0.9475699999999998 0.9689349999999997
Im10+Borderline60 0.9478949999999994 0.9726000000000005 0.96819 0.9684500000000003 0.9709599999999995
Im10+Borderline60-post-drift 0.9194150000000002 0.9643800000000006 0.9544350000000001 0.9367250000000003 0.96305
Im10+Borderline80 0.9465299999999998 0.9692800000000006 0.9660599999999993 0.9660249999999997 0.9673249999999985
Im10+Borderline80-post-drift 0.9149900000000005 0.9604900000000001 0.9518749999999992 0.9319250000000002 0.9549599999999998
Im10+Rare100 0.7990700000000004 0.8949749999999993 0.8923399999999999 0.7223899999999994 0.8924599999999998
Im10+Rare100-post-drift 0.5907349999999998 0.89939 0.9007950000000008 0.4650100000000002 0.8997849999999998
Im10+Rare20 0.9389150000000004 0.9743899999999998 0.9728249999999992 0.9706850000000001 0.9728799999999996
Im10+Rare20-post-drift 0.9051300000000002 0.9684700000000004 0.9653149999999998 0.9353400000000002 0.9653949999999999
Im10+Rare40 0.9205199999999998 0.9599249999999995 0.9584750000000003 0.9553299999999999 0.9581799999999998
Im10+Rare40-post-drift 0.857595 0.9491149999999996 0.9451799999999997 0.9000800000000012 0.9472050000000006
Im10+Rare60 0.8922350000000001 0.9442950000000003 0.9429550000000003 0.9399200000000003 0.9426599999999997
Im10+Rare60-post-drift 0.7273050000000001 0.9292950000000009 0.9277450000000002 0.8532599999999998 0.9283250000000006
Im10+Rare80 0.8369900000000001 0.9252350000000003 0.9244249999999997 0.9186449999999999 0.9236799999999994
Im10+Rare80-post-drift 0.6117799999999997 0.9100900000000002 0.9088950000000001 0.7249449999999995 0.9097750000000002
Im10-post-drift 0.9434549999999996 0.9880450000000005 0.9860600000000005 0.9719699999999994 0.986195000000001
Im2 0.9410250000000001 0.9765600000000001 0.9765550000000001 0.97245 0.9755800000000002
Im20 0.9411600000000001 0.9771350000000002 0.9771800000000002 0.9759699999999997 0.9754550000000005
Im3 0.9413550000000002 0.976375 0.9759950000000002 0.9723850000000003 0.9755650000000006
Im30 0.944005 0.9784300000000008 0.9788849999999998 0.9779050000000004 0.9766749999999998
Im40 0.9464849999999992 0.9800600000000012 0.9806700000000005 0.9799750000000005 0.978205
Im5 0.9410700000000007 0.9765350000000008 0.9759150000000001 0.9728000000000003 0.9749450000000002
Join3 0.9133349999999996 0.9630600000000004 0.9657899999999995 0.9624699999999992 0.9569300000000005
Join3-post-drift 0.9510649999999995 0.9904700000000003 0.990030000000001 0.9883850000000003 0.9885050000000004
Join5 0.9183999999999997 0.963210000000001 0.9649500000000009 0.9624550000000004 0.9584300000000004
Join5-post-drift 0.9544899999999988 0.9890350000000003 0.9887000000000001 0.9883250000000006 0.9874550000000011
Join7 0.916815 0.9672050000000003 0.9676400000000007 0.9651350000000007 0.9564300000000004
Join7-post-drift 0.9614749999999997 0.9943400000000008 0.9946250000000011 0.9939850000000007 0.9927700000000013
Move3 0.9204850000000004 0.9577700000000006 0.9607199999999998 0.9591700000000003 0.9503700000000008
Move3-post-drift 0.9403049999999995 0.9791750000000005 0.9792200000000009 0.9770400000000002 0.9727900000000002
Move5 0.9172250000000005 0.9568050000000002 0.9600549999999999 0.9557999999999999 0.9518000000000001
Move5-post-drift 0.9319600000000008 0.9708950000000002 0.9718200000000005 0.96795 0.9658249999999997
Move7 0.8990699999999998 0.9421450000000003 0.9438000000000002 0.9385000000000011 0.9298999999999991
Move7-post-drift 0.9270350000000002 0.9689650000000014 0.9703650000000004 0.9664900000000004 0.9604149999999998
Rare100 0.672945 0.6995200000000008 0.700855 0.6942499999999999 0.6850350000000003
Rare100-post-drift 0.5254400000000007 0.5646849999999994 0.56674 0.5559100000000001 0.5371100000000003
Rare20 0.9050000000000005 0.9312900000000003 0.9308949999999999 0.9307749999999995 0.9294749999999994
Rare20-post-drift 0.8561449999999995 0.8884750000000001 0.8891849999999998 0.8879850000000005 0.8870049999999996
Rare40 0.8444900000000001 0.87189 0.871585 0.8711500000000006 0.8699099999999997
Rare40-post-drift 0.7501750000000001 0.7877249999999997 0.7879350000000003 0.7868550000000006 0.7859850000000007
Rare60 0.7841999999999999 0.8117750000000002 0.8117799999999997 0.81127 0.8102850000000003
Rare60-post-drift 0.6490350000000005 0.6908649999999994 0.6916899999999999 0.6888750000000003 0.6873699999999995
Rare80 0.7114900000000003 0.7519500000000002 0.7538599999999996 0.7502150000000002 0.7470750000000002
Rare80-post-drift 0.5521700000000002 0.6062099999999999 0.6075399999999999 0.5993999999999999 0.5908499999999998
Split3 0.9350150000000003 0.9676650000000003 0.9685349999999997 0.9670400000000007 0.9629750000000001
Split3-post-drift 0.9445699999999998 0.9853500000000004 0.9852250000000001 0.9838600000000004 0.9813200000000002
Split5 0.9141150000000002 0.964135000000001 0.964335 0.961145 0.95663
Split5+Borderline100 0.82919 0.8937550000000009 0.8951500000000003 0.8909700000000003 0.8793599999999997
Split5+Borderline100-post-drift 0.8744099999999999 0.8959049999999995 0.8972349999999998 0.8929950000000004 0.8808249999999994
Split5+Borderline20 0.8974599999999994 0.9418400000000001 0.94146 0.9374299999999997 0.9326799999999993
Split5+Borderline20+Rare20 0.8607350000000005 0.8931749999999999 0.893975 0.8894699999999996 0.8861399999999999
Split5+Borderline20+Rare20-post-drift 0.8001000000000005 0.833325 0.8342199999999995 0.8296199999999998 0.8270349999999997
Split5+Borderline20-post-drift 0.9103400000000001 0.9336399999999998 0.9337850000000006 0.9313049999999996 0.9267550000000009
Split5+Borderline40 0.8984149999999996 0.9375699999999996 0.9388349999999996 0.93442 0.9290849999999989
Split5+Borderline40+Rare40 0.7823900000000009 0.8091749999999998 0.8102299999999996 0.8047050000000007 0.8014200000000001
Split5+Borderline40+Rare40-post-drift 0.6766850000000002 0.7185249999999996 0.7182749999999999 0.7153599999999994 0.704515
Split5+Borderline40-post-drift 0.8976850000000005 0.9154800000000006 0.9169100000000004 0.9145950000000005 0.905375
